id,country,location,name,lat,lng
GBBVE,GB,BVE,Bournville/Birmingham,52.24,-1.55
GBBOU,GB,BOU,Bourton-on-the-Water,51.52,-1.45
GBBVT,GB,BVT,Bovey Tracey,50.35,-3.41
GBBWQ,GB,BWQ,Bow,50.48,-3.49
GBOWS,GB,OWS,Bow Street,52.26,-4.02
GBBWN,GB,BWN,Bowburn,54.44,-1.31
GBBWE,GB,BWE,Bowden,55.33,-2.43
GBOWD,GB,OWD,Bowdon,53.23,-2.22
GBBWG,GB,BWG,Bowers Gifford,55.55,5.16
GBBOW,GB,BOW,Bowling,55.55,-4.29
GBBWP,GB,BWP,Bowthorpe,52.38,1.12
GBBOX,GB,BOX,Box,51.24,-2.15
GBBXO,GB,BXO,Boxford,52.01,0.86
GBRCD,GB,RCD,Bracadale,57.21,-6.24
GBBMI,GB,BMI,Brackmills,52.13,-0.52
GBBKN,GB,BKN,Bracknell,51.24,-0.45
GBZRC,GB,ZRC,Bracora,56.59,-5.46
GBBZD,GB,BZD,Braddan,52.07,-1.03
GBBHX,GB,BHX,Bradenham,51.39,-0.48
GBAFL,GB,AFL,Bradfield,51.26,-1.08
GBZAE,GB,ZAE,Bradfield,51.56,-1.07
GBB9D,GB,B9D,Bradford,51,-3.11
GBBO2,GB,BO2,Bradford,50.5,-4.14
GBBRF,GB,BRF,Bradford,53.47,-1.45
GBBRQ,GB,BRQ,Bradley,52.33,-2.04
GBDLY,GB,DLY,Bradley,52.14,-2.01
GBBSK,GB,BSK,Bradley Stoke,51.32,-2.33
GBSDT,GB,SDT,Bradstone,50.34,-4.16
GBBRB,GB,BRB,Bradwell,53.19,-1.45
GBDWE,GB,DWE,Bradwell,52.02,-0.47
GBAWE,GB,AWE,Bradwell on Sea,51.43,0.53
GBDWL,GB,DWL,Bradwell Waterside,51.44,0.53
GBBRE,GB,BRE,Braehead,55.51,-4.05
GBBEQ,GB,BEQ,Braemar,57.01,-3.23
GBREV,GB,REV,Braevig,56.16,-6.46
GBRWH,GB,RWH,Braiseworth,52.18,1.07
GBBHF,GB,BHF,Braishfield,51.01,-1.28
GBMDE,GB,MDE,Bramdean,51.02,-1.07
GBBMF,GB,BMF,Bramfield,52.19,1.32
GBBHL,GB,BHL,Bramhall,53.22,-2.1
GBBMH,GB,BMH,Bramhope,53.53,-1.37
GBAMY,GB,AMY,Bramley,51.19,-1.04
GBBML,GB,BML,Bramley,53.25,-1.16
GBBR9,GB,BR9,Bramley,51.11,-0.33
GBBPO,GB,BPO,Brampton,52.19,-0.14
GBMPO,GB,MPO,Brampton,54.57,-2.44
GBRMP,GB,RMP,Brampton,53.3,-1.22
GBRPT,GB,RPT,Brampton,52.46,1.17
GBBHJ,GB,BHJ,Bramshall,52.54,-10.55
GBBZX,GB,BZX,Bramshill,51.2,-0.55
GBBCS,GB,BCS,Brancaster Staithe,52.58,0.4
GBZTO,GB,ZTO,Brandesburton,53.91,-0.29
GBBRA,GB,BRA,Brandon,54.45,-1.37
GBBBE,GB,BBE,Branscombe,50.42,-3.08
GBB8T,GB,B8T,Branston,53.11,-0.28
GBBSZ,GB,BSZ,Branston,52.47,-1.4
GBBXG,GB,BXG,Brassington,53.05,-1.39
GBBG4,GB,BG4,Braughing,51.54,0.1
GBBXQ,GB,BXQ,Braunstone,52.36,-1.11
GBBNN,GB,BNN,Braunton,51.06,-4.11
GBBDY,GB,BDY,Brawdy,51.52,-5.07
GBBWM,GB,BWM,Bray,51.3,-0.42
GBBY9,GB,BY9,Brayton,53.46,-1.05
GBBGQ,GB,BGQ,Breage,50.06,-5.2
GBBKK,GB,BKK,Breakish,57.14,-5.5
GBRST,GB,RST,Breasclete,58.12,-6.45
GBBRC,GB,BRC,Brechin,56.44,-2.39
GBBCN,GB,BCN,Brecon,51.57,-3.23
GBBBU,GB,BBU,Bredbury,53.25,-2.06
GBBHU,GB,BHU,Bredhurst,51.19,0.35
GBOHL,GB,OHL,Breedon on the Hill,52.47,-1.24
GBEIC,GB,EIC,Breich,55.49,-3.39
GBBFD,GB,BFD,Brentford,51.3,-0.19
GBBN5,GB,BN5,Brenzett,51,0.51
GBBW9,GB,BW9,Brewood,52.41,-2.1
GBRCK,GB,RCK,Bricket Wood,51.43,-0.21
GBBCP,GB,BCP,Bricklehampton,52.04,-2.01
GBBGA,GB,BGA,Bridge of Allan,56.09,-3.57
GBBGF,GB,BGF,Bridge of Don,57.11,-2.06
GBORC,GB,ORC,Bridge of Orchy,56.3,-4.46
GBBWI,GB,BWI,Bridge of Weir,55.51,-4.35
GBBRG,GB,BRG,Bridgend,51.3,-3.34
GBBGU,GB,BGU,Bridgerule,50.48,-4.26
GBBRT,GB,BRT,Bridlington,54.05,-0.12
GBBFE,GB,BFE,Brierfield,53.49,-2.14
GBRIH,GB,RIH,Brierley Hill,52.29,-2.07
GBBGG,GB,BGG,Brigg,53.33,-0.29
GBBRH,GB,BRH,Brighouse,53.42,-1.47
GBBXS,GB,BXS,Brighstone,50.38,-1.23
GBBG9,GB,BG9,Brigstock,52.27,-0.36
GBBII,GB,BII,Brill,51.49,-1.03
GBRFL,GB,RFL,Brimfield,52.18,-2.42
GBZAF,GB,ZAF,Brimsdown,51.39,-0.02
GBBNK,GB,BNK,Brinklow,52.24,-1.21
GBRNC,GB,RNC,Brinscall,53.41,-2.34
GBZWT,GB,ZWT,Brinsworth,53.4,-1.37
GBBSG,GB,BSG,Brislington,51.26,-2.32
GBBIK,GB,BIK,Briston,52.51,1.04
GBBFY,GB,BFY,Briton Ferry,51.38,-3.49
GBBRX,GB,BRX,Brixham,50.23,-3.3
GBBZZ,GB,BZZ,Brize Norton,51.46,-1.34
GBBG6,GB,BG6,Broadbridge Heath,51.04,-0.21
GBBDF,GB,BDF,"Broadford, Isle of Skye",57.14,-5.54
GBBRO,GB,BRO,Broadheath,53.24,-2.21
GBBYN,GB,BYN,Broadmayne,50.41,-2.23
GBBPE,GB,BPE,Broadmoor,51.43,-4.45
GBBDT,GB,BDT,Broadstairs,51.22,1.25
GBBOQ,GB,BOQ,Broadstone,50.45,-1.59
GBBWA,GB,BWA,Broadway,52.02,-1.51
GBCKW,GB,CKW,Brockweir,51.42,-2.4
GBOCT,GB,OCT,Brocton,52.46,-2.02
GBBDI,GB,BDI,"Brodick, Isle of Arran",55.35,-5.1
GBROE,GB,ROE,Brome,52.2,1.08
GBBMM,GB,BMM,Bromham,51.23,-2.03
GBBGV,GB,BGV,Bromsgrove,52.2,-2.04
GBBYD,GB,BYD,Bromyard,52.11,-2.3
GBOGT,GB,OGT,Bronington,52.57,-2.46
GBBOK,GB,BOK,Brook,50.56,-1.37
GBBBY,GB,BBY,Brookenby,53.26,-11.51
GBB57,GB,B57,Broomfleet,53.44,-0.39
GBBRJ,GB,BRJ,Brora,58.01,-3.51
GBBXT,GB,BXT,Brotton,54.34,-0.56
GBOGH,GB,OGH,Brough,53.43,-0.35
GBBH9,GB,BH9,Broughton,55.37,-3.25
GBBZT,GB,BZT,Broughton,53.1,-3
GBUGT,GB,UGT,Broughton,51.06,-1.34
GBBFU,GB,BFU,Broughton In Furness,54.16,-3.12
GBBGP,GB,BGP,Broughton Poggs,51.44,-1.39
GBBYY,GB,BYY,Broughty Ferry,56.28,-2.51
GBBXN,GB,BXN,Broxbourne,51.44,0
GBBXU,GB,BXU,Broxburn,55.56,-3.28
GBOTD,GB,OTD,Broxted,51.55,0.18
GBBCH,GB,BCH,Bruichladdich,55.46,-6.22
GBRTG,GB,RTG,Bruntingthorpe,52.3,-1.06
GBBRU,GB,BRU,"Bruray, Out Skerries",60.25,-0.45
GBBZR,GB,BZR,Bryher,49.57,-6.21
GBBRY,GB,BRY,Bryn,51.36,-3.42
GBYBY,GB,YBY,Bryncir,52.58,-4.14
GBBMW,GB,BMW,Brynmawr,51.48,-3.11
GBYMY,GB,YMY,Brynmenyn,51.33,-3.34
GBBNA,GB,BNA,Brynna,51.32,-3.27
GBBDR,GB,BDR,Brynsadler,51.31,-3.24
GBBYI,GB,BYI,Brynsiencyn,53.11,-4.14
GBYBG,GB,YBG,Brynteg,53.19,-4.15
GBBE2,GB,BE2,Bubwith,53.49,-0.55
GBUCN,GB,UCN,Buchan,57.54,0.02
GBNY2,GB,NY2,Buckden,54.11,-2.05
GBBKA,GB,BKA,Buckfast,50.29,-3.47
GBBFG,GB,BFG,Buckfastleigh,50.29,-3.47
GBBUC,GB,BUC,Buckie,57.4,-2.58
GBBBW,GB,BBW,Buckland Brewer,50.58,-4.15
GBBCL,GB,BCL,Buckley,53.1,-3.05
GBBCR,GB,BCR,Buck's Cross,51,-4.24
GBZAH,GB,ZAH,Bucksburn,57.1,-2.1
GBBUD,GB,BUD,Bude,50.5,-4.33
GBBUA,GB,BUA,Budleigh Salterton,50.38,-3.2
GBBWV,GB,BWV,Budock Water,50.09,-5.07
GBZAI,GB,ZAI,Bugle,50.23,-4.48
GBXXQ,GB,XXQ,Buildwas,58.38,-2.32
GBURD,GB,URD,Builth Road,52.1,-3.26
GBUKO,GB,UKO,Bulkington,52.28,-1.25
GBBUP,GB,BUP,Bulpham,51.32,0.22
GBBPH,GB,BPH,Bulphan,51.33,0.22
GBBYL,GB,BYL,Bulwell/Nottingham,52.59,-1.09
GBUNY,GB,UNY,Bunbury,53.07,-2.39
GBUNS,GB,UNS,Bunessan,56.19,-6.14
GBBNB,GB,BNB,Bunnahabhain,55.53,-6.08
GBBTO,GB,BTO,Buntingford,51.57,-0.01
GBBBA,GB,BBA,Burbage,51.21,-1.4
GBUFD,GB,UFD,Burford,51.48,-1.38
GBRGH,GB,RGH,Burgh,58.39,-3.2
GBBUH,GB,BUH,Burghead,57.42,-3.29
GBBFC,GB,BFC,Burghfield Common,51.23,-1.04
GBBQN,GB,BQN,Burnaston,52.53,-1.34
GBURO,GB,URO,Burneston,54.16,-1.31
GBBMK,GB,BMK,Burnham Market,52.57,0.44
GBBOC,GB,BOC,Burnham on Crouch,51.37,0.5
GBBMO,GB,BMO,Burnmouth,55.5,-2.04
GBDUO,GB,DUO,Burnopfield,54.09,-171.67
GBUSD,GB,USD,Burnside,56.3,-2.54
GBBVO,GB,BVO,Burravoe,60.29,-1.01
GBBUF,GB,BUF,Burray,58.51,-2.55
GBB39,GB,B39,Burridge,50.53,-1.15
GBBBI,GB,BBI,Burrowbridge,51.04,-2.55
GBBPT,GB,BPT,Burry Port,51.41,-4.15
GBBGH,GB,BGH,Burscough,53.35,-2.5
GBUTO,GB,UTO,Burston,52.24,1.09
GBKBK,GB,KBK,Burstwick,53.44,-0.08
GBBTD,GB,BTD,Burton,51.42,-4.55
GBBBK,GB,BBK,Burton Bradstock,50.42,-2.43
GBBUJ,GB,BUJ,Burton Joyce,52.59,-1.02
GBESJ,GB,ESJ,Burton on Trent,52.48,-1.37
GBBUS,GB,BUS,Burton upon Stather,53.39,-0.41
GBUHS,GB,UHS,Burwash,51,0.23
GBBWC,GB,BWC,Burwick,58.45,-2.58
GBBUY,GB,BUY,Bury,50.54,-0.34
GBBYQ,GB,BYQ,Bushey,51.38,-0.21
GBBMS,GB,BMS,Bushmills,55.12,-6.31
GBUTT,GB,UTT,Butterleigh,50.52,-3.27
GBBTZ,GB,BTZ,Butterwick,52.59,0
GBYEY,GB,YEY,Byley,53.12,-2.24
GBAEB,GB,AEB,Cadeby,53.3,-1.13
GBCDB,GB,CDB,Cadeby,52.36,-1.22
GBCGZ,GB,CGZ,Cadgwith,49.59,-5.1
GBCSU,GB,CSU,Cadishead,53.24,-2.27
GBZAJ,GB,ZAJ,Caenby,53.23,-0.29
GBCAE,GB,CAE,Caerphilly,51.35,-3.13
GBAWS,GB,AWS,Caersws,52.31,-3.26
GBCRW,GB,CRW,Caerwent,51.36,-2.46
GBCYS,GB,CYS,Caerwys,53.14,-3.18
GBCBL,GB,CBL,Cairnbulg,57.4,-1.55
GBCID,GB,CID,Cairndow,56.15,-4.56
GBCYN,GB,CYN,Cairnryan,54.58,-5.01
GBCSC,GB,CSC,Caister on Sea,52.39,1.45
GBCAI,GB,CAI,Caistor,53.29,-0.19
GBCCT,GB,CCT,Calcot,51.26,-1.01
GBCDC,GB,CDC,Caldecott,52.3,-0.55
GBCDT,GB,CDT,Caldicot,51.35,-2.45
GBXCY,GB,XCY,Caldy,53.21,-3.09
GBCCA,GB,CCA,Caledon,54.21,-6.5
GBCAL,GB,CAL,Callander,56.15,-4.13
GBCLX,GB,CLX,Callanish,58.12,-6.43
GBAHW,GB,AHW,Calthwaite,54.44,-2.49
GBCLV,GB,CLV,Calverley,53.49,-1.41
GBCTX,GB,CTX,Calverton,53.02,-1.05
GBVTN,GB,VTN,Calverton,52.02,-0.5
GBCAQ,GB,CAQ,Cam,51.42,-2.21
GBCBE,GB,CBE,Camber,50.56,0.47
GBCBW,GB,CBW,Camberwell,51.28,-0.05
GBCBS,GB,CBS,Cambois,55.09,-1.31
GBMBS,GB,MBS,Cambs,55.08,1.31
GBCAM,GB,CAM,Cambus,56.07,-3.5
GBCBU,GB,CBU,Cambuslang,55.49,-4.11
GBCMF,GB,CMF,Camelford,50.37,-4.41
GBCGE,GB,CGE,Cameron Bridge,56.11,-3.03
GBCG3,GB,CG3,Camlough,54.1,-6.25
GBCBT,GB,CBT,Campbeltown,55.26,-5.38
GBCAU,GB,CAU,Camusnagaul,56.5,-5.08
GBCNA,GB,CNA,"Canna, Inner Hebrides",57.03,-6.3
GBCNI,GB,CNI,Cannich,57.21,-4.46
GBZAK,GB,ZAK,Canning Town,51.3,-0.01
GBZAL,GB,ZAL,Cannington,51.1,-3.04
GBCBI,GB,CBI,Canonbie,55.04,-2.57
GBCNL,GB,CNL,Cantley,53.3,-1.03
GBCTY,GB,CTY,Cantley,52.35,1.3
GBCAN,GB,CAN,Canvey Island,51.31,0.34
GBCCL,GB,CCL,Cape Cornwall,50.07,-5.42
GBCAP,GB,CAP,Capel,51.09,-0.19
GBPHR,GB,PHR,Capel Hendre,51.46,-4.02
GBCPU,GB,CPU,Capenhurst,53.15,-2.57
GBCPG,GB,CPG,Cappagh,54.32,-6.55
GBCPF,GB,CPF,Captain Field,58.19,-1.44
GBCAB,GB,CAB,Carbost,57.11,-6.12
GBOFT,GB,OFT,Carcroft,55.34,-1.11
GBCDF,GB,CDF,Cardiff,51.3,-3.12
GBCAR,GB,CAR,Cardigan (Aberteifi),52.05,-4.39
GBC5T,GB,C5T,Cardington,52.06,-0.24
GBCIM,GB,CIM,Cardinham,50.29,-4.39
GBCD9,GB,CD9,Cardonald,55.51,-4.21
GBRLW,GB,RLW,Carloway,58.16,-6.46
GBCRV,GB,CRV,Carlton Colville,52.27,1.42
GBCOI,GB,COI,Carlton in Lindrick,53.21,-1.07
GBORN,GB,ORN,Carlton on Trent,53.1,-0.48
GBCAK,GB,CAK,Carluke,55.43,-3.5
GBCMR,GB,CMR,Carmarthen,51.52,-4.18
GBCAH,GB,CAH,Carnlough,54.59,-6
GBCRQ,GB,CRQ,Carno,52.33,-3.32
GBCNS,GB,CNS,Carnoustie,56.3,-2.43
GBCAZ,GB,CAZ,Carnwath,55.41,-3.38
GBCRA,GB,CRA,Carradale,55.35,-5.28
GBCBD,GB,CBD,Carrbridge,57.17,-3.49
GBCKO,GB,CKO,Carrickmore,54.36,-7.03
GBCRT,GB,CRT,Carrington,53.26,-2.23
GBRRN,GB,RRN,Carron,57.27,-3.16
GBRRO,GB,RRO,Carron,57.24,-5.36
GBCR9,GB,CR9,Carrutherstown,55.02,-3.24
GBCFF,GB,CFF,Carryduff,54.3,-5.56
GBCSI,GB,CSI,Carsaig,56.01,-5.38
GBCET,GB,CET,Carsethorn,54.55,-3.34
GBCTO,GB,CTO,Carshalton,51.21,-0.09
GBCA9,GB,CA9,Carstairs,55.42,-3.42
GBZAM,GB,ZAM,Carterton,51.45,-1.35
GBATW,GB,ATW,Carthew,50.22,-4.47
GBTML,GB,TML,Cartmel,54.12,-2.57
GBCCB,GB,CCB,Cascob,52.17,-3.07
GBCGO,GB,CGO,Cassington,51.47,-1.2
GBCSB,GB,CSB,Castle Bromwich,52.3,-1.47
GBCLB,GB,CLB,Castle Bytham,52.44,-0.32
GBEHE,GB,EHE,Castle Hedingham,51.59,0.36
GBVCL,GB,VCL,Castle Vale,52.3,-1.47
GBCBA,GB,CBA,Castlebay,56.57,-7.28
GBCCY,GB,CCY,Castlecary,55.59,-3.57
GBCDN,GB,CDN,Castledawson,54.47,-6.34
GBZST,GB,ZST,Castlederg,54.7,-7.59
GBCTF,GB,CTF,Castleford,53.43,-1.21
GBCAS,GB,CAS,Castleton,53.2,-1.46
GBCTS,GB,CTS,Castleton,53.35,-2.11
GBCSW,GB,CSW,Castletown,50.34,-2.27
GBCTN,GB,CTN,Castletown,58.35,-3.23
GBCWX,GB,CWX,Castlewellan,54.16,-5.57
GBOTM,GB,OTM,Catcott,51.09,-2.51
GBFT8,GB,FT8,Catford,51.27,-0.1
GBCCR,GB,CCR,Catterick,54.22,-1.38
GBCCE,GB,CCE,Catterline,56.54,-1.12
GBCVM,GB,CVM,Cavenham,52.18,0.35
GBCVF,GB,CVF,Caversfield,51.56,-1.1
GBCVR,GB,CVR,Caversham,51.28,-0.58
GBCNX,GB,CNX,Cawsand,50.19,-4.21
GBAWH,GB,AWH,Cawthorne,53.34,-1.35
GBCAG,GB,CAG,"Ceann a Gharaidh, Eriskay",57.04,-7.17
GBCMA,GB,CMA,Cefn-Mawr,52.58,-3.04
GBCEI,GB,CEI,Ceinewydd (New Quay),52.13,-4.22
GBCEL,GB,CEL,Cellardyke,56.14,-2.39
GBCEB,GB,CEB,Cemaes Bay,53.25,-4.27
GBCNM,GB,CNM,Central Mainland (Shetland),60.19,-1.16
GBRRI,GB,RRI,Cerrigdrudion,53.1,-3.33
GBCDD,GB,CDD,Chadderton,53.32,-2.08
GBADS,GB,ADS,Chaddesden,52.55,-1.26
GBCH7,GB,CH7,Chadlington,51.53,-1.31
GBCDZ,GB,CDZ,Chadwell,52.48,-0.5
GBCDW,GB,CDW,Chadwell Heath,51.34,0.08
GBCJY,GB,CJY,Chailey,50.57,0.01
GBCSP,GB,CSP,Chalfont Saint Peter,51.36,-0.33
GBAFR,GB,AFR,Chalford,51.43,-2.09
GBCTQ,GB,CTQ,Chalton,51.55,-0.3
GBCPD,GB,CPD,Chapel Saint Leonards,53.13,0.19
GBCPW,GB,CPW,Chapeltown,53.28,-1.28
GBCEO,GB,CEO,Charlecote,52.12,-1.37
GBCHD,GB,CHD,Charleston,56.35,-3
GBCWN,GB,CWN,Charlestown,56.02,-3.3
GBZWN,GB,ZWN,Charlestown of Aberlour,57.47,-3.22
GBCAW,GB,CAW,Charlwood,51.09,-0.13
GBCHJ,GB,CHJ,Charmouth,50.44,-2.54
GBCMC,GB,CMC,Chartham Hatch,51.16,1.01
GBCTI,GB,CTI,Chathill,55.32,-1.42
GBCHA,GB,CHA,Cheadle,53.24,-2.13
GBCDH,GB,CDH,Cheadle Hulme,53.22,-2.11
GBXDB,GB,XDB,Chedburgh,52.11,0.37
GBCDX,GB,CDX,Cheddington,51.5,-0.4
GBCTW,GB,CTW,Cheddleton,53.03,-2.02
GBCH6,GB,CH6,Chedworth,51.48,-1.55
GBCEE,GB,CEE,Cheetham Hill,53.31,-2.13
GBCHX,GB,CHX,Chellaston/Derby,52.52,-1.26
GBCFD,GB,CFD,Chelmsford,51.44,4.29
GBCSE,GB,CSE,Chelsea/London,51.29,-0.1
GBCWR,GB,CWR,Chelworth,51.39,-2.03
GBCHT,GB,CHT,Chepstow,51.38,-2.4
GBCYA,GB,CYA,Cheslyn Hay,52.39,-2.01
GBCTE,GB,CTE,Chester-le-Street,54.51,-1.34
GBCVY,GB,CVY,Cheveley,52.13,0.28
GBCVG,GB,CVG,Chevington,52.12,0.37
GBCST,GB,CST,Chichester,50.5,-0.47
GBCKR,GB,CKR,Chickerell,50.37,-2.3
GBZDD,GB,ZDD,Chiddingfold,51.06,-0.37
GBCCU,GB,CCU,Chiddingstone Causeway,51.12,0.11
GBCDK,GB,CDK,Chideock,50.43,-2.49
GBCDM,GB,CDM,Chidham,50.49,-0.52
GBEEE,GB,EEE,Chieveley,51.27,-1.19
GBCBN,GB,CBN,Chilbolton,51.09,-1.26
GBCOP,GB,COP,Chilcompton,51.17,-2.3
GBCE2,GB,CE2,Childs Ercall,52.49,-2.3
GBXCH,GB,XCH,Chilham,51.24,-0.95
GBCII,GB,CII,Chillington,51,-4.24
GBCHO,GB,CHO,Chilton,54.39,-1.33
GBCIH,GB,CIH,Chilworth,51.13,-0.31
GBHIW,GB,HIW,Chilworth,50.57,-1.25
GBCNH,GB,CNH,Chineham,51.17,-1.04
GBCGF,GB,CGF,Chingford,51.38,0
GBZAN,GB,ZAN,Chinnor,51.41,-0.54
GBXPP,GB,XPP,Chipperfield,51.7,-0.48
GBYET,GB,YET,Chipping Ongar,51.42,0.15
GBCSO,GB,CSO,Chipping Sodbury,51.32,-2.23
GBCPR,GB,CPR,Chipping Warden,52.7,-11.6
GBCIK,GB,CIK,Chirk,52.55,-3.04
GBCND,GB,CND,Chirnside,55.48,-2.12
GBCIB,GB,CIB,Chiselborough,50.56,-2.45
GBCIW,GB,CIW,Chiseldon,51.3,-1.43
GBCSL,GB,CSL,Chislehurst,51.24,0.4
GBCHK,GB,CHK,Chiswick,51.29,-0.16
GBCH9,GB,CH9,Chittlehampton,51.01,-3.57
GBCCH,GB,CCH,Christchurch,50.44,-1.45
GBCTU,GB,CTU,Christchurch,52.33,0.12
GBCHU,GB,CHU,Chudleigh,50.36,-3.35
GBCMH,GB,CMH,Chulmleigh,50.55,-3.52
GBCUB,GB,CUB,"Church Bay, Rathlin Island",55.17,-6.11
GBCKA,GB,CKA,Church Crookham,51.16,-0.49
GBCCG,GB,CCG,Church Gresley,52.45,-1.34
GBCFZ,GB,CFZ,Church Lawford,52.22,-1.19
GBCCW,GB,CCW,Churchstow,50.18,-3.48
GBXCW,GB,XCW,Chwilog,52.95,-4.33
GBCIN,GB,CIN,Cinderford,51.49,-2.29
GBWCI,GB,WCI,City of Westminster,51.3,-0.08
GBRAS,GB,RAS,"Clachan, Raasay",57.2,-6.04
GBCLA,GB,CLA,Clackmannan,56.06,-3.44
GBCLS,GB,CLS,Clacton-on-Sea,51.48,1.09
GBXCA,GB,XCA,Claines,52.14,-2.13
GBCL7,GB,CL7,Clanfield,50.56,-1
GBOXH,GB,OXH,Clanfield,51.42,-1.35
GBCLJ,GB,CLJ,Claonaig,55.45,5.23
GBCLP,GB,CLP,Clapham,51.27,-0.08
GBLPN,GB,LPN,Clapton,50.51,-2.5
GBZAO,GB,ZAO,Claughton,54.05,-2.4
GBCL5,GB,CL5,Clavering,51.58,0.08
GBCYE,GB,CYE,Claythorpe,53.17,0.07
GBCL4,GB,CL4,Clayton,52.59,2.13
GBCYO,GB,CYO,Clayton,53.29,-2.11
GBZAP,GB,ZAP,Clayton,53.28,-2.11
GBLDN,GB,LDN,Cleadon,54.56,-1.23
GBXCL,GB,XCL,Cleator Moor,54.52,-3.51
GBCCK,GB,CCK,Cleckheaton,53.43,-1.43
GBCTH,GB,CTH,Cleethorpes,53.33,-0.2
GBCL3,GB,CL3,Cleghorn,55.41,3.45
GBCEA,GB,CEA,Cleland,55.48,-3.54
GBCMM,GB,CMM,Cleobury Mortimer,52.22,-2.29
GBQZL,GB,QZL,Clevedon,51.26,-2.5
GBCD3,GB,CD3,Cleveland,54.3,-1.13
GBLVL,GB,LVL,Cleveleys,53.52,-3.03
GBCFT,GB,CFT,Clifton,51.27,-2.37
GBCGP,GB,CGP,Cloghan Point/Carrickfergus,54.42,-5.48
GBGHR,GB,GHR,Clogher,54.25,-7.12
GBCUF,GB,CUF,Cloughfold,53.41,-2.16
GBCGM,GB,CGM,Cloughmills,55.06,-6.17
GBCVL,GB,CVL,Clovelly,50.6,-4.24
GBTWR,GB,TWR,Clows Top,52.2,-2.25
GBCZV,GB,CZV,Clunbury,52.25,-2.55
GBCLU,GB,CLU,Clutton,51.19,-2.32
GBCLY,GB,CLY,Clydebank,55.54,-4.24
GBCYD,GB,CYD,Clynderwen,51.5,-4.42
GBCYM,GB,CYM,Clyst Saint Mary,50.42,-3.27
GBCOD,GB,COD,Coalisland,54.32,-6.41
GBCOA,GB,COA,Coalville,52.43,-1.22
GBCOT,GB,COT,Coatbridge,55.52,-4.02
GBCKP,GB,CKP,Cockburnspath,55.56,-2.22
GBCNZ,GB,CNZ,Cockenzie,55.57,-2.57
GBCCF,GB,CCF,Cockfosters,51.39,-0.1
GBCKC,GB,CKC,Cockley Cley,52.36,0.39
GBCQQ,GB,CQQ,Cockwood,50.36,-3.26
GBONA,GB,ONA,Coddenham,52.08,1.07
GBCSM,GB,CSM,Codford Saint Mary,51.09,-2.02
GBXCD,GB,XCD,Codsall,52.38,-2.12
GBCB2,GB,CB2,Colburn,54.22,-1.41
GBONT,GB,ONT,Cold Norton,51.4,0.4
GBCCO,GB,CCO,Colden Common,51,-1.19
GBCGB,GB,CGB,Coldingham,55.53,-2.1
GBCDS,GB,CDS,Coldstream,55.39,-2.15
GBZAQ,GB,ZAQ,Coleshill,51.38,-1.39
GBCVA,GB,CVA,Colintraive,55.55,-5.08
GBOLL,GB,OLL,Coll,58.16,-6.19
GBCAF,GB,CAF,Collafirth,60.32,-1.22
GBCL8,GB,CL8,Collessie,56.18,-3.09
GBCIT,GB,CIT,Collieston,57.21,-1.55
GBCLZ,GB,CLZ,Colne,55.22,0.1
GBC8N,GB,C8N,Colney,52.37,1.13
GBCSA,GB,CSA,Colonsay,56.04,-6.13
GBXCO,GB,XCO,Colsterworth,52.8,-0.61
GBCTA,GB,CTA,Coltishall,52.44,1.22
GBCWL,GB,CWL,Colwall,52.05,-2.23
GBCLK,GB,CLK,Colwick,52.57,-1.05
GBCYY,GB,CYY,Colwyn Bay (Bae Colwyn),53.18,-3.44
GBCLO,GB,CLO,Colyton,50.45,-3.05
GBOMB,GB,OMB,Combe,51.5,-1.24
GBCBM,GB,CBM,Combe Martin,51.12,-4.02
GBXCM,GB,XCM,Comber,54.55,-5.74
GBCMN,GB,CMN,Commondale,54.28,-0.58
GBCPO,GB,CPO,Compton,51.31,-1.16
GBCIE,GB,CIE,Comrie,56.22,-4
GBCDO,GB,CDO,Condicote,51.57,-1.47
GBCGY,GB,CGY,Congresbury,51.22,-2.49
GBCIO,GB,CIO,Conisbrough,53.28,-1.13
GBCQY,GB,CQY,Connahs Quay,53.13,-3.04
GBCOQ,GB,COQ,Connah's Quay,53.13,-3.04
GBCGR,GB,CGR,Cononbridge,57.33,-4.26
GBCZZ,GB,CZZ,Constantine,50.07,-5.1
GBCVW,GB,CVW,Convoys Wharf,51.48,-0.02
GBCWA,GB,CWA,Conwy (Conway),53.17,-3.5
GBCKH,GB,CKH,Cookham,51.33,-0.42
GBCKL,GB,CKL,Cookley,52.19,1.27
GBZAR,GB,ZAR,Cookley,52.19,1.27
GBCOO,GB,COO,Cookstown,54.39,-6.45
GBHXM,GB,HXM,Coolham,50.59,-24
GBCBB,GB,CBB,Coombe Bissett,51.02,-1.51
GBCMI,GB,CMI,Coombe Hill,51.56,-2.1
GBCPV,GB,CPV,Copgrove,54.04,-1.29
GBOPS,GB,OPS,Copplestone,50.48,-3.45
GBOPP,GB,OPP,Coppull,53.37,-2.39
GBCPH,GB,CPH,Copthorne,51.08,-0.07
GBCBG,GB,CBG,Corbridge,54.58,-2.01
GBCFM,GB,CFM,Corfe Mullen,50.47,-2.02
GBCYK,GB,CYK,Corley,52.27,-1.33
GBCRD,GB,CRD,Cornhill-on-Tweed,55.39,-2.13
GBCW9,GB,CW9,Cornwall,50.03,-4.09
GBRWO,GB,RWO,Cornwood,50.25,-3.58
GBORR,GB,ORR,Corran,56.43,-5.14
